x,y,alt,az,alt_err,az_err,sample_size,star_name,ra,dec
442.0,476.0,35.300056310720905,89.67222643480181,0.04907968360475223,0.07581387874802202,2.0,  9Alp CMa,06h45m08.9s,-16d42m58s
568.0,642.0,45.850794032588816,136.00139082058408,0.0,0.12517385257299907,2.0,   Alp Car,06h23m57.1s,-52d41m45s
539.0,386.0,49.74935683318528,64.04845290973977,0.07994560710458365,0.09632692569789247,3.0, 19Bet Ori,05h14m32.3s,-08d12m06s
780.0,620.0,60.49881356795758,200.2498925776588,0.0525359399977674,0.05156272379653615,2.0,   Alp Eri,01h37m42.9s,-57d14m12s
471.0,314.0,31.800362106508995,57.30931429520172,0.05090118666505816,0.006475178482503452,2.0, 58Alp Ori,05h55m10.3s,+07d24m25s
578.0,242.0,36.60031845617959,32.11354115309564,0.05005702313018645,0.08095110163762342,2.0, 87Alp Tau,04h35m55.2s,+16d30m33s
977.0,541.0,40.19758009118671,255.41549829480863,0.048878470572159216,0.04604016672983846,2.0, 24Alp PsA,22h57m39.1s,-29d37m20s
460.0,550.0,36.80102542912151,105.1899636091893,0.048029440919624015,0.017648847558064062,2.0, 21Eps CMa,06h58m37.5s,-28d58m20s
513.0,309.0,37.801134213280505,51.65492957746477,0.050506867032972025,0.1056338028168966,4.0, 24Gam Ori,05h25m07.9s,+06d20m59s
511.0,183.0,20.10353420409148,36.021654413087845,0.0488781381739507,0.00589259172193124,2.0,112Bet Tau,05h26m17.5s,+28d36m27s
601.0,782.0,26.54989122621745,157.42409638554216,0.0,0.0,1.0,   Bet Car,09h13m12.0s,-69d43m02s
503.0,355.0,41.05545130151607,61.23043206011271,0.0,0.0,1.0, 46Eps Ori,05h36m12.8s,-01d12m07s
953.0,655.0,34.49958040736398,231.55267711763543,0.048684311565725835,0.0036142730930208704,2.0,   Alp Gru,22h08m14.0s,-46d57m40s
485.0,686.0,28.55220418657931,130.73991031390136,0.0,0.0,1.0,   Gam2Vel,08h09m32.0s,-47d20m12s
443.0,543.0,33.999172436594115,102.9660633910243,0.0501924924326076,0.035028908265701375,2.0, 25Del CMa,07h08m23.5s,-26d23m36s
545.0,734.0,29.49819742670865,144.67129045258616,0.04906566550649138,0.015420007242028078,2.0,   Eps Car,08h22m30.8s,-59d30m35s
937.0,762.0,21.90161183568345,216.147564198253,0.050670757663427324,0.03445827365702313,2.0,   Alp Pav,20h25m38.9s,-56d44m06s
513.0,737.0,25.300476768538427,140.3816940753972,0.051411237170867714,0.017455664801190096,2.0,   Del Vel,08h44m42.2s,-54d42m30s
470.0,469.0,40.600893795326904,88.15529615188309,0.04964706063978142,0.026804531771347232,2.0,  2Bet CMa,06h22m42.0s,-17d57m21s
786.0,197.0,35.05166615155361,347.77438013992406,0.08275766057232456,0.00436679579413824,3.0, 13Alp Ari,02h07m10.4s,+23d27m45s
883.0,430.0,58.55401101494152,286.29158512720164,0.0,0.0,1.0, 16Bet Cet,00h43m35.4s,-17d59m12s
498.0,361.0,40.70160327616894,62.91045468802395,0.051062420202246266,0.011138342467688744,2.0, 50Zet Ori,05h40m45.5s,-01d56m34s
498.0,407.0,44.04969429187951,72.85868396505191,0.0992262963503947,0.05575453762185133,2.0, 53Kap Ori,05h47m45.4s,-09d40m11s
932.0,633.0,40.300004442232535,232.54625068418167,0.05354588047366704,0.009304871373828405,2.0,   Bet Gru,22h42m40.1s,-46d53m05s
508.0,349.0,41.24816222595173,59.490592807844,0.08199293980933689,0.019703524475156758,3.0, 34Del Ori,05h32m00.4s,-00d17m57s
453.0,652.0,27.55086576240436,122.39471106758076,0.0,0.0,1.0,   Zet Pup,08h03m35.1s,-40d00m12s
535.0,770.0,22.69860396792412,146.7000096694295,0.050362753103215134,0.010636372426773729,2.0,   Iot Car,09h17m05.4s,-59d16m31s
863.0,562.0,58.997714972675155,237.7487429888017,0.04898609311905844,0.05758112187022847,2.0,   Alp Phe,00h26m17.0s,-42d18m22s
438.0,570.0,31.749460919843937,107.83911671924295,0.0,0.0,1.0, 31Eta CMa,07h24m05.7s,-29d18m11s
509.0,766.0,20.401895851438265,142.77196074546083,0.04837299087660085,0.06445086403789446,2.0,   Kap Vel,09h22m06.8s,-55d00m39s
710.0,298.0,55.350159283206736,5.1949723631408355,0.09996245562743766,0.2305595517528616,2.0, 92Alp Cet,03h02m16.8s,+04d05m23s
528.0,445.0,51.200210271609535,80.4867991712456,0.0508340289767375,0.08632335839865846,2.0, 11Alp Lep,05h32m43.8s,-17d49m20s
550.0,532.0,54.34945020328183,107.13639160639595,0.08052263902147486,0.1917013381259067,3.0,   Alp Col,05h39m38.9s,-34d04m27s
803.0,211.0,36.9017831759025,343.71896401543916,0.05272830586136479,0.035361244076483445,2.0,  6Bet Ari,01h54m38.4s,+20d48m29s
473.0,603.0,35.5008878623086,116.211019951873,0.050418779038881915,0.020008715917896325,2.0,   Pi  Pup,07h17m08.6s,-37d05m51s
509.0,381.0,44.14542362367405,66.07711690704977,0.09728164178252996,0.07108068974596904,2.0, 44Iot Ori,05h35m26.0s,-05d54m36s
544.0,367.0,48.900539266227206,58.72710472210392,0.04915101545937972,0.005131627933479877,2.0, 67Bet Eri,05h07m51.0s,-05d05m11s
772.0,730.0,40.4464806776649,190.0247524752475,0.0,0.0,1.0,   Bet Hyi,00h25m45.1s,-77d15m15s
382.0,582.0,20.799030990920826,106.682565795247,0.04913111209078025,0.06809733472647395,2.0, 15Rho Pup,08h07m32.6s,-24d18m15s
946.0,258.0,30.54977178621138,314.7683993823984,0.0,0.0,1.0, 88Gam Peg,00h13m14.2s,+15d11m01s
539.0,458.0,53.49789567996313,84.03784033225656,0.15169132390113305,0.053068758652500485,2.0,  9Bet Lep,05h28m14.7s,-20d45m34s
639.0,154.0,25.79777657341768,14.978540772532256,0.048589645315079366,0.02145922746782957,2.0, 44Zet Per,03h54m07.9s,+31d53m01s
761.0,640.0,57.80063115873703,191.6792679595739,0.05134668675209042,0.06358918328326979,2.0,   Alp Hyi,01h58m46.2s,-61d34m11s
887.0,701.0,36.99175700638159,215.32934602153003,0.1014660757187173,0.08602971561532688,5.0,   Alp Tuc,22h18m30.1s,-60d15m35s
646.0,195.0,33.69930038083153,15.742129733065212,0.05193511909052617,0.042183992424980936,2.0, 25Eta Tau,03h47m29.1s,+24d06m18s
1088.0,521.0,20.053295465251022,262.75255754859484,0.08148973363636937,0.054919058358492326,3.0, 49Del Cap,21h47m02.4s,-16d07m38s
543.0,646.0,41.90033328777204,132.56140389385195,0.04773032632210672,0.02480300269976965,2.0,   Tau Pup,06h49m56.2s,-50d36m53s
641.0,393.0,66.84962144079182,45.79476430922944,0.08402977794778671,0.2212945110561871,3.0, 34Gam Eri,03h58m01.8s,-13d30m31s
493.0,229.0,24.699175717189487,43.145632426226136,0.050280791120316685,0.0013025293189627973,2.0,123Zet Tau,05h37m38.7s,+21d08m33s
780.0,136.0,23.80264871457925,350.83778670231925,0.049968393614426176,0.0206121870838274,2.0,  4Bet Tri,02h09m32.6s,+34d59m14s
1004.0,624.0,29.614299604432635,241.7781241086654,0.04740197237608302,0.07545293329613867,3.0,   Gam Gru,21h53m55.7s,-37d21m54s
572.0,796.0,21.85094107802002,153.9048473967684,0.0,0.0,1.0,   Ups Car,09h47m06.1s,-65d04m19s
501.0,532.0,45.250451890574745,103.39835728952772,0.0,0.0,1.0,  1Zet CMa,06h20m18.8s,-30d03m48s
441.0,526.0,34.247004650295814,99.5634266886326,0.0,0.0,1.0, 24Omi2CMa,07h03m01.5s,-23d50m00s
768.0,335.0,61.5491793091433,343.44486892943945,0.08184818840770193,0.14039484017411727,3.0, 68Omi Cet,02h19m20.7s,-02d58m39s
543.0,546.0,52.201342961157714,110.26829268292678,0.051079484184938906,0.0,2.0,   Bet Col,05h50m57.6s,-35d46m06s
520.0,776.0,20.203227365982247,145.2321929961281,0.05081502371681346,0.012990891787893588,2.0,          ,09h31m13.3s,-57d02m04s
525.0,606.0,43.87520753275345,122.50627400462696,0.0827257124506752,0.0918293421782824,4.0,   Nu  Pup,06h37m45.7s,-43d11m46s
560.0,296.0,42.747700377221406,42.430791283081994,0.08277835832617167,0.003424013619810708,3.0,  1Pi 3Ori,04h49m50.4s,+06d57m41s
566.0,457.0,58.89978088316121,82.84783778094817,0.048947996394886666,0.14032789952523214,2.0,  2Eps Lep,05h05m27.7s,-22d22m16s
706.0,705.0,45.850794032588816,174.6801112656467,0.0,0.0,1.0,   Gam Hyi,03h47m14.3s,-74d14m20s
720.0,527.0,80.20277015619679,172.02531645569627,0.05245696206815609,0.5696202531645582,2.0,   The1Eri,02h58m15.7s,-40d18m17s
489.0,640.0,34.51519180280729,124.27156009025423,0.12572872216507655,0.016383075483573744,3.0,   Sig Pup,07h29m13.8s,-43d18m05s
904.0,165.0,21.10111533910301,330.1232164586616,0.05026855794702456,0.030048756798237264,2.0, 31Del And,00h39m19.7s,+30d51m39s
1015.0,469.0,34.49958040736398,271.26587176997157,0.048684311565725835,0.025518958505230668,2.0, 76Del Aqr,22h54m39.0s,-15d49m15s
649.0,615.0,59.45169985610846,150.64824120603015,0.0,0.0,1.0,   Alp Dor,04h33m59.8s,-55d02m42s
591.0,693.0,40.899532475530755,147.72870186470533,0.04873711300108141,0.03207265122222225,2.0,   Alp Pic,06h48m11.4s,-61d56m29s
820.0,573.0,64.08778139456496,223.93069273373797,0.04477492186564295,0.17454899094599913,3.0,   Bet Phe,01h06m05.0s,-46d43m07s
549.0,428.0,54.44870909952585,74.22279792746116,0.0,0.0,1.0,  5Mu  Lep,05h12m55.9s,-16d12m20s
606.0,810.0,21.90161183568345,159.87985395275655,0.050670757663427324,0.0034494583745185987,2.0,   Ome Car,10h13m44.2s,-70d02m17s
400.0,568.0,24.90139298704048,105.46508671209206,0.050480905772074536,0.04195554142907554,2.0,  7Xi  Pup,07h49m17.7s,-24d51m35s
675.0,650.0,55.15225329491062,163.19931742341112,0.16143373343103398,0.08908138805465995,3.0,   Alp Ret,04h14m25.5s,-62d28m26s
521.0,358.0,44.21357837390618,59.795433742036174,0.12489709835306115,0.07483353397220244,3.0, 28Eta Ori,05h24m28.6s,-02d23m49s
706.0,115.0,20.501248193604575,3.019783689957933,0.05097935128971187,0.02770971373598741,2.0, 25Rho Per,03h05m10.6s,+38d50m25s
589.0,244.0,37.948978598113726,30.591524426132988,0.0,0.0,1.0, 78The2Tau,04h28m39.7s,+15d52m15s
804.0,165.0,28.301036685109374,345.8036017451674,0.051241170447513085,0.03055912871542432,2.0,  2Alp Tri,01h53m04.9s,+29d34m44s
804.0,550.0,69.35221475294256,226.34128166915053,0.0,0.0,1.0,   Gam Phe,01h28m21.9s,-43d19m06s
877.0,767.0,27.15275111388937,207.12268743914314,0.0,0.0,1.0,   Bet Pav,20h44m57.5s,-66d12m11s
534.0,765.0,23.4015138052559,146.01497330804742,0.050211730031261226,0.06958551548200376,2.0,          ,09h10m58.0s,-58d58m01s
859.0,382.0,58.6481337774891,305.26787856212917,0.0784359093731232,0.04018113333355186,3.0, 31Eta Cet,01h08m35.4s,-10d10m56s
454.0,547.0,35.80023847136685,104.2713486723315,0.04913993436878883,0.051450424733957334,2.0, 22Sig CMa,07h01m43.1s,-27d56m05s
628.0,258.0,43.850120711828225,24.020704156226373,0.08128548659361105,0.0900533728183735,3.0, 35Lam Tau,04h00m40.8s,+12d29m25s
519.0,697.0,31.873905202301216,136.46908387816828,0.0818782775872765,0.11947884597428356,4.0,   Chi Car,07h56m46.7s,-52d58m56s
736.0,302.0,56.25018582598719,356.80327868852464,0.0,0.0,1.0, 86Gam Cet,02h43m18.0s,+03d14m09s
910.0,649.0,41.45223838401712,226.59292035398232,0.0,0.0,1.0,   Eps Gru,22h48m33.3s,-51d19m01s
810.0,406.0,68.85516103998421,310.01457725947523,0.0,0.0,1.0, 52Tau Cet,01h44m04.1s,-15d56m15s
589.0,225.0,34.847407928274066,28.600000000000023,0.0,0.0,1.0, 74Eps Tau,04h28m37.0s,+19d10m49s
658.0,371.0,65.69836034871301,33.338637255329274,0.048768836832145716,0.6268799860499428,2.0, 23Del Eri,03h43m14.9s,-09d45m48s
498.0,292.0,33.501910863122994,50.94319324422192,0.04935391028311642,0.09903740006606654,2.0, 39Lam Ori,05h35m08.3s,+09d56m03s
506.0,434.0,46.65243450304114,78.88550306527226,0.09807206973390592,0.0719437432383927,2.0, 14Zet Lep,05h46m57.3s,-14d49m19s
878.0,787.0,23.59886271279864,205.76462051582357,0.04864372037622644,0.008860147159921894,2.0,   Del Pav,20h08m43.6s,-66d10m55s
635.0,502.0,71.44712291270972,105.73448052740915,0.08177488671608248,0.3887882651983722,3.0, 41Ups4Eri,04h17m53.7s,-33d47m54s
924.0,389.0,48.44948414974521,293.6854858942471,0.08314686168657863,0.08325811032644202,3.0,  8Iot Cet,00h19m25.7s,-08d49m26s
755.0,586.0,68.09967540205254,194.5152401082512,0.048059424742305616,0.06222468048120789,2.0,   Phi Eri,02h16m30.6s,-51d30m44s
533.0,379.0,48.1983628195685,63.04616385203085,0.1125680818552299,0.08464885130813511,4.0, 20Tau Ori,05h17m36.4s,-06d50m40s
522.0,474.0,50.60092452285603,89.0702357241349,0.05090512315302932,0.05154413534987157,2.0, 13Gam Lep,05h44m27.8s,-22d26m54s
679.0,272.0,49.55071499568697,12.993920972644391,0.0,0.0,1.0,  1Omi Tau,03h24m48.8s,+09d01m44s
840.0,368.0,59.747299912599686,313.44670050761425,0.0,0.1827411167512878,2.0, 45The Cet,01h24m01.4s,-08d11m00s
455.0,628.0,30.25330222402575,118.87922210849541,0.0,0.0,1.0,          ,07h45m15.3s,-37d58m07s
504.0,728.0,25.497460001958018,138.30806884572874,0.052352783256392144,0.02526448760457356,2.0,          ,08h40m17.6s,-52d55m19s
836.0,243.0,40.384527107692435,334.6457645764576,0.043807789446248,0.09541618010122407,3.0, 99Eta Psc,01h31m29.0s,+15d20m45s
644.0,196.0,33.69930038083153,16.133541859500212,0.05193511909052617,0.04292872873509168,2.0, 27    Tau,03h49m09.7s,+24d03m12s
726.0,176.0,32.295134327006785,359.8449161038146,0.05329979483247271,0.05954249491153973,2.0, 41    Ari,02h49m59.0s,+27d15m38s
922.0,746.0,26.04972282980868,215.7802776448061,0.0,0.0,1.0,   Bet Ind,20h54m48.6s,-58d27m15s
601.0,244.0,39.1469184160441,28.104693140794158,0.0,0.0,1.0, 54Gam Tau,04h19m47.6s,+15d37m39s
987.0,489.0,39.78313745301657,267.0170642365764,0.04420705723246975,0.09377143991852037,3.0, 88    Aqr,23h09m26.8s,-21d10m21s
560.0,304.0,43.850120711828225,43.803455152321646,0.08128548659361105,0.00135272547391525,3.0,  3Pi 4Ori,04h51m12.4s,+05d36m18s
1017.0,347.0,28.900715931572968,293.86331221000563,0.0488726846508758,0.03448338117678418,2.0,  6Gam Psc,23h17m09.9s,+03d16m56s
694.0,435.0,79.7158346783424,38.12347354138405,0.04521744099757639,0.5387642652365134,3.0, 16Tau4Eri,03h19m31.0s,-21d45m28s
555.0,793.0,20.89741968458683,151.3274464151041,0.04925758157522786,0.014449067623999669,2.0,          ,09h45m14.8s,-62d30m28s
772.0,589.0,66.51592953131548,201.71456773053046,0.12381799957787433,0.30101137218585816,3.0,   Chi Eri,01h55m57.5s,-51d36m32s
650.0,194.0,33.69930038083153,14.959305480195324,0.05193511909052617,0.040694519804702615,2.0, 17    Tau,03h44m52.5s,+24d06m48s
494.0,435.0,44.55146955639777,79.61528374735924,0.1000109297408578,0.07474320681865265,2.0, 16Eta Lep,05h56m24.3s,-14d10m04s
557.0,322.0,45.80154544701378,47.37362218223985,0.049248585575039534,0.1298548692204804,2.0,  8Pi 5Ori,04h54m15.1s,+02d26m26s
804.0,375.0,65.51782598294294,322.48270974478686,0.1670851734800257,0.16472929556241184,3.0, 55Zet Cet,01h51m27.6s,-10d20m06s
672.0,369.0,66.84884925385067,27.26364846870837,0.0,0.0,1.0, 18Eps Eri,03h32m55.8s,-09d27m30s
462.0,645.0,29.752385267134137,122.33875063484,0.0,0.0,1.0,          ,07h52m13.0s,-40d34m33s
1034.0,424.0,30.101762596949573,279.51477400776264,0.05091551462662736,0.036246400400642635,2.0, 73Lam Aqr,22h52m36.9s,-07d34m47s
675.0,269.0,48.75046879274375,13.660714285714393,0.0,0.0,1.0,  2Xi  Tau,03h27m10.2s,+09d43m58s
630.0,667.0,48.900539266227206,152.9327253639934,0.04915101545937972,0.04034868237907574,2.0,   Bet Dor,05h33m37.5s,-62d29m23s
804.0,766.0,32.448397605345285,194.69152291690392,0.08158040605516434,0.10544408482788553,3.0,   Nu  Oct,21h41m28.5s,-77d23m24s
597.0,234.0,37.14975071216281,27.896819708989373,0.09814147038085964,0.02972742808404405,2.0, 61Del1Tau,04h22m56.1s,+17d32m33s
583.0,753.0,30.20299016780098,152.35552680987868,0.05031205622477231,0.05491331294624047,2.0,   Bet Vol,08h25m44.2s,-66d08m13s
624.0,732.0,37.0030603617729,157.85755025332026,0.04854888000904012,0.006191086171639881,2.0,   Gam2Vol,07h08m44.9s,-70d29m56s
511.0,468.0,48.39785744789479,87.50931770388249,0.04872526942596167,0.0627443803747667,2.0, 15Del Lep,05h51m19.3s,-20d52m45s
501.0,364.0,41.45223838401712,63.20480404551199,0.0,0.0,1.0, 48Sig Ori,05h38m44.8s,-02d36m00s
611.0,491.0,67.49806804589622,96.9205669305465,0.051479016561451374,0.2105806104370913,2.0, 52Ups2Eri,04h35m33.0s,-30d33m44s
652.0,151.0,25.89894577863841,12.69448129776549,0.05257955990565222,0.03084059064653388,2.0, 38Omi Per,03h44m19.1s,+32d17m18s
468.0,709.0,23.250203565116443,131.78276810265805,0.0,0.0,1.0,          ,08h40m37.6s,-46d38m56s
588.0,243.0,37.751726786136665,30.43107502660968,0.0811345597897197,0.012077122676757509,3.0, 77The1Tau,04h28m34.5s,+15d57m44s
1083.0,407.0,20.30378262513036,280.8403238299546,0.04974023543130457,0.049004233286495946,2.0, 48Gam Aqr,22h21m39.4s,-01d23m14s
546.0,758.0,25.79777657341768,147.1586756591049,0.048589645315079366,0.012752912323719556,2.0,          ,08h55m02.8s,-60d38m41s
588.0,619.0,51.597928708069105,135.32391477565324,0.15429501131277235,0.17968461708319278,4.0,   Bet Pic,05h47m17.1s,-51d03m59s
508.0,550.0,45.55089092628918,108.22968393983255,0.16009219864258026,0.09674733649280984,4.0,   Del Col,06h22m06.8s,-33d26m11s
697.0,657.0,54.71575193783811,170.37220725048581,0.12473357265831875,0.1343009596947896,3.0,   Bet Ret,03h44m12.0s,-64d48m25s
438.0,550.0,32.84918809064724,103.98258666758423,0.08296072599980626,0.08141249151227087,3.0, 28Ome CMa,07h14m48.7s,-26d46m22s
649.0,544.0,69.85268047564989,131.0030627871363,0.0,0.0,1.0,   Alp Hor,04h14m00.1s,-42d17m40s
591.0,407.0,60.60215829779773,62.68027008848631,0.05080878984238524,0.01847468138814179,2.0, 53    Eri,04h38m10.8s,-14d18m14s
562.0,535.0,56.25018582598719,109.26229508196724,0.0,0.0,1.0,   Eps Col,05h31m12.7s,-35d28m14s
649.0,193.0,33.501910863122994,15.089334055224695,0.04935391028311642,0.08933405522469684,2.0, 20    Tau,03h45m49.6s,+24d22m04s
450.0,522.0,36.10190816080903,99.1329894508222,0.04954006871802009,0.07155600372323079,2.0, 16Omi1CMa,06h54m07.9s,-24d11m02s
703.0,470.0,85.14902211557529,73.09088734104647,0.11342053759872513,1.6477111633411436,4.0,   Alp For,03h12m04.3s,-28d59m13s
869.0,586.0,55.351164936684114,232.50665483584737,0.0,0.0,1.0,   Eps Phe,00h09m24.7s,-45d44m51s
719.0,364.0,68.29924387290545,3.6382146536183195,0.04716556974283037,0.058669199072852514,2.0,  3Eta Eri,02h56m25.7s,-08d53m53s
761.0,838.0,20.30378262513036,185.1929671647377,0.04974023543130457,0.11391578133853385,2.0,   Gam Aps,16h33m27.0s,-78d53m50s
918.0,610.0,45.05094922424279,234.8226466575716,0.0,0.0,1.0,   Iot Gru,23h10m21.6s,-45d14m48s
464.0,712.0,22.185390473523913,131.57751391888442,0.04491030620547692,0.0750865620121288,3.0,          ,08h46m01.7s,-46d02m30s
626.0,293.0,49.7465843466691,28.52402745995425,0.0,0.0,1.0, 38Nu  Tau,04h03m09.4s,+05d59m21s
804.0,615.0,59.39946932266852,209.0138770002316,0.052230533439932,0.1143795127944287,2.0,   Zet Phe,01h08m23.1s,-55d14m45s
584.0,348.0,53.04710189961399,47.69550748752085,0.0,0.0,1.0, 48Nu  Eri,04h36m19.1s,-03d21m09s
861.0,569.0,58.55401101494152,235.21526418786686,0.0,0.0,1.0,   Kap Phe,00h26m12.2s,-43d40m48s
628.0,750.0,34.14730924914033,160.00273972602741,0.0,0.0,1.0,   Zet Vol,07h41m49.2s,-72d36m22s
798.0,581.0,65.85136924328755,213.58902624159614,0.2978701132278729,0.5890313519762603,4.0,   Del Phe,01h31m15.1s,-49d04m22s
456.0,485.0,38.05121655633429,91.45845609899828,0.0,0.0,1.0,  7Nu 2CMa,06h36m41.0s,-19d15m21s
628.0,505.0,69.85268047564989,106.19448698315466,0.0,0.0,1.0, 43    Eri,04h24m02.2s,-34d01m01s
835.0,794.0,25.600181794104,198.66270189464103,0.05036900888958052,0.012511780572609156,2.0,   Eps Pav,20h00m35.5s,-72d54m38s
554.0,584.0,50.80082919843139,121.56868268434134,0.05033649832514442,0.0510356255178408,2.0,   Eta Col,05h59m08.8s,-42d48m55s
479.0,562.0,39.59765291569485,108.85148958383465,0.04796295182551802,0.051245978475350284,2.0, 13Kap CMa,06h49m50.5s,-32d30m31s
420.0,584.0,27.602093933590012,109.14703397446553,0.05122817118565415,0.02534604512308647,2.0,  3    Pup,07h43m48.5s,-28d57m17s
554.0,771.0,24.50026193687725,149.47816189201097,0.04906265318362557,0.010872172384779331,2.0,          ,09h11m16.6s,-62d19m02s
954.0,626.0,37.601460180240394,236.4804136164321,0.051451751608588836,0.013435241212903293,2.0,   Del1Gru,22h29m16.2s,-43d29m44s
974.0,476.0,42.403260203358,269.92752216156464,0.04828689873904679,0.014562780520222418,2.0, 98    Aqr,23h22m58.2s,-20d06m02s
459.0,401.0,36.549783614988755,73.92367693491622,0.082328674985116,0.09098538116272777,3.0,  5Gam Mon,06h14m51.3s,-06d16m29s
609.0,727.0,36.88502997765363,154.52031080477374,0.186724258576876,0.09545726819508507,3.0,   Del Vol,07h16m49.8s,-67d57m26s
867.0,666.0,44.65148048613864,216.36486486486487,0.0,0.12162162162161395,2.0,   Gam Tuc,23h17m25.8s,-58d14m09s
